0	6371000.0	11075	-9.819615415975191
1 	 6382070.090192292 	 11065.180384584024 	 -9.819615415975191
2 	 6393130.377787178 	 11055.394805189564 	 -9.78557939445963
3 	 6404180.896717403 	 11045.643055258972 	 -9.751749930592018
4 	 6415221.680710044 	 11035.924930021969 	 -9.718125237003337
5 	 6426252.763288292 	 11026.240226475584 	 -9.684703546384794
6 	 6437274.177773212 	 11016.588743364373 	 -9.651483111211396
7 	 6448285.957285475 	 11006.970281160902 	 -9.618462203470015
8 	 6459288.134747079 	 10997.38464204651 	 -9.585639114391906
9 	 6470280.742883048 	 10987.831629892322 	 -9.553012154189567
10 	 6481263.814223114 	 10978.311050240523 	 -9.520579651797838
11 	 6492237.381103378 	 10968.822710285904 	 -9.488339954619217
12 	 6503201.47566795 	 10959.366418857631 	 -9.456291428273246
13 	 6514156.12987058 	 10949.941986401282 	 -9.424432456349955
14 	 6525101.375476261 	 10940.549224961114 	 -9.392761440167229
15 	 6536037.244062822 	 10931.187948162582 	 -9.3612767985321
16 	 6546963.767022501 	 10921.857971195077 	 -9.329976967505793
17 	 6557880.975563495 	 10912.559110794904 	 -9.298860400172558
18 	 6568788.900711508 	 10903.291185228492 	 -9.26792556641213
19 	 6579687.57331126 	 10894.054014275816 	 -9.237170952675836
20 	 6590577.024028005 	 10884.84741921405 	 -9.206595061766208
21 	 6601457.283349013 	 10875.67122280143 	 -9.17619641262006
22 	 6612328.381585045 	 10866.525249261334 	 -9.145973540095014
23 	 6623190.3488718085 	 10857.409324266575 	 -9.115924994759325
24 	 6634043.215171404 	 10848.32327492389 	 -9.08604934268504
25 	 6644887.010273745 	 10839.266929758645 	 -9.056345165244332
26 	 6655721.763797974 	 10830.240118699736 	 -9.026811058909058
27 	 6666547.505193857 	 10821.242673064682 	 -8.99744563505337
28 	 6677364.263743161 	 10812.274425544923 	 -8.968247519759453
29 	 6688172.06856103 	 10803.335210191297 	 -8.939215353626183
30 	 6698970.948597325 	 10794.424862399715 	 -8.910347791580806
31 	 6709760.932637974 	 10785.543218897023 	 -8.881643502693468
32 	 6720542.049306286 	 10776.690117727028 	 -8.853101169994595
33 	 6731314.327064267 	 10767.865398236734 	 -8.824719490295092
34 	 6742077.794213917 	 10759.068901062725 	 -8.79649717400925
35 	 6752832.478898508 	 10750.300468117744 	 -8.768432944980377
36 	 6763578.4091038555 	 10741.559942577436 	 -8.740525540309063
37 	 6774315.612659578 	 10732.847168867253 	 -8.712773710184049
38 	 6785044.117240337 	 10724.161992649537 	 -8.685176217715657
39 	 6795763.950367067 	 10715.504260810765 	 -8.657731838771735
40 	 6806475.139408197 	 10706.87382144895 	 -8.630439361816048
41 	 6817177.711580852 	 10698.2705238612 	 -8.603297587749125
42 	 6827871.693952048 	 10689.694218531447 	 -8.576305329751468
43 	 6838557.113439873 	 10681.144757118318 	 -8.549461413129109
44 	 6849233.996814653 	 10672.621992443157 	 -8.522764675161474
45 	 6859902.370700114 	 10664.125778478206 	 -8.49621396495149
46 	 6870562.261574521 	 10655.655970334928 	 -8.469808143277943
47 	 6881213.695771814 	 10647.212424252479 	 -8.443546082450004
48 	 6891856.699482733 	 10638.794997586316 	 -8.417426666163893
49 	 6902491.298755925 	 10630.403548796954 	 -8.391448789361677
50 	 6913117.519499043 	 10622.037937438861 	 -8.36561135809213
51 	 6923735.387479837 	 10613.698024149488 	 -8.339913289373632
52 	 6934344.928327231 	 10605.383670638428 	 -8.314353511059073
53 	 6944946.167532388 	 10597.094739676726 	 -8.288930961702741
54 	 6955539.13044977 	 10588.831095086296 	 -8.263644590429124
55 	 6966123.842298178 	 10580.592601729493 	 -8.23849335680364
56 	 6976700.328161792 	 10572.379125498788 	 -8.213476230705236
57 	 6987268.612991194 	 10564.190533306588 	 -8.188592192200822
58 	 6997828.721604385 	 10556.026693075166 	 -8.163840231421508
59 	 7008380.678687787 	 10547.887473726725 	 -8.139219348440646
60 	 7018924.508797237 	 10539.772745173572 	 -8.114728553153617
61 	 7029460.236358978 	 10531.682378308413 	 -8.09036686515932
62 	 7039987.885670629 	 10523.61624499477 	 -8.066133313643373
63 	 7050507.480902156 	 10515.574218057507 	 -8.042026937262992
64 	 7061019.046096821 	 10507.556171273474 	 -8.018046784033473
65 	 7071522.60517214 	 10499.561979362257 	 -7.994191911216317
66 	 7082018.18192081 	 10491.591517977049 	 -7.9704613852089246
67 	 7092505.800011646 	 10483.644663695613 	 -7.946854281435863
68 	 7102985.4829905 	 10475.721294011371 	 -7.923369684241651
69 	 7113457.254281168 	 10467.821287324587 	 -7.900006686785055
70 	 7123921.137186297 	 10459.944522933652 	 -7.876764390934883
71 	 7134377.154888277 	 10452.090881026485 	 -7.853641907167234
72 	 7144825.330450126 	 10444.26024267202 	 -7.830638354464163
73 	 7155265.686816368 	 10436.452489811807 	 -7.807752860213792
74 	 7165698.2468139 	 10428.667505251695 	 -7.784984560111787
75 	 7176123.033152852 	 10420.90517265363 	 -7.762332598064217
76 	 7186540.068427443 	 10413.165376527539 	 -7.7397961260917505
77 	 7196949.375116818 	 10405.448002223304 	 -7.717374304235181
78 	 7207350.975585891 	 10397.752935922841 	 -7.695066300462255
79 	 7217744.892086169 	 10390.080064632266 	 -7.6728712905757845
80 	 7228131.146756572 	 10382.429276174144 	 -7.650788458123017
81 	 7238509.761624249 	 10374.800459179838 	 -7.628816994306257
82 	 7248880.75860538 	 10367.193503081944 	 -7.606956097894697
83 	 7259244.159505974 	 10359.608298106807 	 -7.585204975137464
84 	 7269599.9860226605 	 10352.044735267129 	 -7.563562839677839
